loss,accuracy,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
2.2260298570632933,0.2252,1775133670,checkpoint_000000,True,False,1,63e03_00007,2026-04-02_19-41-10,56.916950941085815,56.916950941085815,32612,LAPTOP-SHBFSU00,127.0.0.1,56.916950941085815,1
2.1154018745422363,0.3329,1775133726,checkpoint_000001,True,False,2,63e03_00007,2026-04-02_19-42-06,56.19859051704407,113.11554145812988,32612,LAPTOP-SHBFSU00,127.0.0.1,113.11554145812988,2
2.0593927476882934,0.3953,1775133783,checkpoint_000002,True,False,3,63e03_00007,2026-04-02_19-43-03,57.09525394439697,170.21079540252686,32612,LAPTOP-SHBFSU00,127.0.0.1,170.21079540252686,3
2.127169263648987,0.3322,1775133846,checkpoint_000003,True,False,4,63e03_00007,2026-04-02_19-44-06,62.42655301094055,232.6373484134674,32612,LAPTOP-SHBFSU00,127.0.0.1,232.6373484134674,4
2.2947123039245607,0.1663,1775133904,checkpoint_000004,True,False,5,63e03_00007,2026-04-02_19-45-04,58.25334572792053,290.89069414138794,32612,LAPTOP-SHBFSU00,127.0.0.1,290.89069414138794,5
