loss,accuracy,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
2.302818022155762,0.103,1775132783,checkpoint_000000,True,False,1,63e03_00004,2026-04-02_19-26-23,58.906139850616455,58.906139850616455,8560,LAPTOP-SHBFSU00,127.0.0.1,58.906139850616455,1
2.3027987808227537,0.103,1775132839,checkpoint_000001,True,False,2,63e03_00004,2026-04-02_19-27-19,56.53227615356445,115.43841600418091,8560,LAPTOP-SHBFSU00,127.0.0.1,115.43841600418091,2
2.3027795692443846,0.103,1775132897,checkpoint_000002,True,False,3,63e03_00004,2026-04-02_19-28-17,58.187793493270874,173.62620949745178,8560,LAPTOP-SHBFSU00,127.0.0.1,173.62620949745178,3
2.302760361480713,0.103,1775132959,checkpoint_000003,True,False,4,63e03_00004,2026-04-02_19-29-19,62.14097452163696,235.76718401908875,8560,LAPTOP-SHBFSU00,127.0.0.1,235.76718401908875,4
2.302741276168823,0.103,1775133019,checkpoint_000004,True,False,5,63e03_00004,2026-04-02_19-30-19,59.95498824119568,295.7221722602844,8560,LAPTOP-SHBFSU00,127.0.0.1,295.7221722602844,5
